Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18,Coluna 19,Coluna 20,Coluna 21,Coluna 22,Coluna 23,Coluna 24,Coluna 25,Coluna 26,Coluna 27,Coluna 28,Coluna 29,Coluna 30,Coluna 31,Coluna 32,Coluna 33,Coluna 34,Coluna 35,Coluna 36,Coluna 37,Coluna 38,Coluna 39,Coluna 40,Coluna 41,Coluna 42,Coluna 43,Coluna 44,Coluna 45,Coluna 46,Coluna 47,Coluna 48,Coluna 49,Coluna 50,Coluna 51,Coluna 52,Coluna 53,Coluna 54,Coluna 55,Coluna 56,Coluna 57,Coluna 58,Coluna 59,Coluna 60,Coluna 61,Coluna 62,Coluna 63,Coluna 64,Coluna 65,Coluna 66,Coluna 67,Coluna 68,Coluna 69,Coluna 70,Coluna 71,Coluna 72,Coluna 73,Coluna 74,Coluna 75,Coluna 76,Coluna 77,Coluna 78,Coluna 79,Coluna 80,Coluna 81,Coluna 82,Coluna 83,Coluna 84,Coluna 85,Coluna 86,Coluna 87,Coluna 88,Coluna 89,Coluna 90,Coluna 91,Coluna 92,Coluna 93,Coluna 94,Coluna 95,Coluna 96,Coluna 97,Coluna 98,Coluna 99,Coluna 100
D268Y1,570,25/09/2017,SEG,3,3,5,2,2,2,2,2,2,2,2,2,2,9,7,7,2,5,8,2,6,8,6,2,4,4,3,10,2,4,8,10,10,2,7,6,5,4,2,9,8,3,8,7,6,8,8,7,10,3,5,7,6,7,3,8,10,8,8,5,10,6,8,5,5,2,10,3,7,9,10,5,4,3,8,3,6,4,10,10,5,7,5,9,8,10,3,9,9,9,9,10,4,8,10,2
D269Y1,1174,26/09/2017,TER,3,2,5,2,2,2,2,2,2,2,2,2,2,5,9,5,7,8,4,2,3,4,9,2,7,4,7,4,9,7,5,7,5,5,10,8,3,4,2,5,4,10,4,9,7,5,3,9,3,2,10,3,7,6,6,2,6,3,4,2,8,6,7,10,10,4,4,3,2,2,10,5,4,5,4,7,9,3,5,2,10,7,4,7,10,3,6,5,7,10,4,7,5,2,10,10
D270Y1,647,27/09/2017,QUA,5,3,5,2,2,2,2,2,2,2,2,2,2,5,7,3,6,8,2,5,6,5,2,10,10,6,9,9,3,3,9,3,8,5,4,7,5,8,2,10,3,8,3,5,8,7,7,3,9,6,4,8,5,6,10,9,8,9,9,6,3,5,6,9,7,9,9,2,3,3,8,6,4,5,5,4,10,8,8,9,7,10,6,2,5,10,6,4,10,6,10,5,8,7,5,4
D271Y1,582,28/09/2017,QUI,5,2,4,2,2,2,2,2,2,2,2,2,2,5,10,9,3,6,8,2,5,7,10,9,5,9,5,10,6,7,5,7,9,7,9,5,8,10,6,9,3,6,2,3,7,9,3,10,8,2,5,7,3,10,8,10,5,3,10,6,2,8,10,10,5,8,4,10,4,4,5,9,6,3,5,4,6,8,5,4,4,10,6,3,2,2,10,3,9,5,2,9,2,2,2,8
D272Y1,697,29/09/2017,SEX,5,3,2,2,2,2,2,2,2,2,2,2,2,10,3,2,7,2,4,3,5,7,3,3,3,3,9,2,6,4,3,4,10,4,4,6,6,3,8,5,5,5,10,5,8,4,4,6,7,5,2,2,2,3,2,8,5,6,3,7,5,5,2,5,9,5,9,10,7,10,7,6,10,9,2,10,5,10,9,2,4,7,6,7,5,6,4,10,5,8,4,4,9,4,10,2
D273Y1,706,30/09/2017,SÁB,2,5,2,2,2,2,2,2,2,2,2,2,2,9,6,10,5,9,8,6,4,5,6,8,8,10,3,2,6,3,4,4,7,9,6,9,10,6,7,4,7,6,10,3,8,4,6,5,9,10,10,5,10,8,7,2,4,10,4,4,2,5,4,7,9,8,9,7,2,7,9,5,2,9,9,2,2,9,5,4,5,6,4,2,5,10,3,8,8,8,6,6,4,5,7,3
D274Y1,1163,01/10/2017,DOM,3,5,3,2,2,2,2,2,2,2,2,2,2,2,3,8,8,4,3,9,5,2,2,8,8,2,9,2,8,5,9,7,4,9,5,6,6,9,8,6,6,8,6,6,10,10,7,7,9,9,6,8,2,7,5,5,5,2,6,10,3,9,2,4,8,7,7,10,6,8,6,2,5,4,4,9,4,7,10,4,7,8,3,4,9,5,2,7,2,2,4,5,7,7,3,4
D275Y1,986,02/10/2017,SEG,2,4,3,2,2,2,2,2,2,2,2,2,2,3,10,7,5,10,9,7,2,7,9,8,9,8,7,7,5,6,9,2,5,5,6,7,4,2,5,8,8,6,4,9,5,5,10,4,5,4,9,5,4,4,5,2,3,10,9,2,9,8,10,5,9,6,2,8,9,3,9,8,3,7,3,7,6,3,3,7,2,10,6,4,4,7,5,8,9,4,8,5,6,5,9,9
D276Y1,733,03/10/2017,TER,3,2,4,2,2,2,2,2,2,2,2,2,2,9,6,5,6,6,2,8,7,7,2,9,5,4,2,5,4,6,8,7,6,9,5,2,8,4,10,6,6,9,4,3,9,10,3,8,8,8,10,5,6,6,6,7,3,9,8,9,2,4,9,2,5,4,2,10,2,3,2,10,8,2,4,7,9,2,8,5,4,4,8,2,2,2,4,7,6,10,10,7,6,3,3,2
D277Y1,987,04/10/2017,QUA,5,3,5,2,2,2,2,2,2,2,2,2,2,8,7,7,8,5,6,2,2,5,3,4,7,8,10,7,2,3,2,7,7,6,3,2,4,3,9,6,9,2,4,9,6,2,8,3,4,4,9,7,2,6,6,4,8,4,8,9,10,6,9,9,6,4,2,9,8,8,5,8,4,2,4,6,4,2,4,8,8,8,7,8,3,3,4,2,10,6,10,9,8,4,2,4
D278Y1,1093,05/10/2017,QUI,5,3,4,2,2,2,2,2,2,2,2,2,2,4,7,6,2,3,8,10,2,6,6,2,5,2,7,8,5,7,6,10,7,7,7,5,9,7,5,9,6,5,9,6,2,5,6,7,8,5,2,6,10,3,6,4,5,3,3,4,8,3,5,8,9,5,7,7,8,4,3,7,7,5,6,10,6,9,9,4,5,4,4,6,6,3,6,4,9,3,7,9,5,9,5,3
D279Y1,1085,06/10/2017,SEX,4,4,5,2,2,2,2,2,2,2,2,2,2,3,2,3,5,3,5,4,6,8,5,3,5,7,10,2,4,3,5,2,2,6,8,4,8,5,10,5,9,5,2,2,6,4,6,6,5,5,5,8,9,2,5,3,5,10,7,9,2,6,7,8,8,7,7,4,6,8,2,8,6,5,2,8,9,6,8,10,9,3,6,5,6,4,3,10,8,4,8,7,7,6,8,2
D280Y1,1025,07/10/2017,SÁB,2,5,3,2,2,2,2,2,2,2,2,2,2,4,2,3,10,2,8,10,10,4,5,10,6,3,9,5,7,7,8,9,7,7,8,6,7,5,2,10,9,9,5,6,5,10,7,7,8,9,5,4,10,3,6,9,5,6,9,4,6,7,5,2,9,6,7,8,9,2,9,3,8,5,2,10,5,8,5,9,10,2,3,9,7,5,10,3,9,4,10,9,10,8,9,10
D281Y1,828,08/10/2017,DOM,5,5,4,2,2,2,2,2,2,2,2,2,2,8,2,4,10,7,6,10,3,5,4,5,3,5,6,9,4,2,6,9,7,5,7,8,10,7,7,8,10,2,5,7,6,9,5,7,7,9,8,6,3,10,10,3,2,2,2,7,3,7,2,7,5,3,9,10,3,2,7,9,5,5,4,9,4,10,8,2,10,4,10,10,3,9,3,5,3,9,4,3,4,8,2,4
D282Y1,1004,09/10/2017,SEG,2,2,5,2,2,2,2,2,2,2,2,2,2,7,8,3,5,10,3,4,6,2,9,8,2,8,2,7,10,8,6,2,6,9,7,2,3,6,8,5,7,5,5,6,5,3,8,3,5,10,6,10,9,7,9,9,10,8,10,10,5,9,8,4,8,9,10,10,7,5,6,2,10,6,4,10,4,10,5,9,10,9,10,9,10,5,3,3,2,10,9,3,4,3,10,9
D283Y1,1011,10/10/2017,TER,4,4,5,2,2,2,2,2,2,2,2,2,2,9,7,9,9,6,10,3,10,9,10,7,2,10,10,3,8,6,6,5,7,2,2,2,6,3,8,2,9,6,2,4,10,4,3,7,3,3,9,10,7,5,2,4,5,8,7,2,6,7,3,2,4,7,5,3,7,9,5,4,6,2,7,9,9,9,2,8,6,2,7,4,9,7,8,4,9,6,8,6,5,10,9,5
D284Y1,1175,11/10/2017,QUA,5,2,4,2,2,2,2,2,2,2,2,2,2,7,7,5,4,9,9,6,4,4,7,3,2,3,2,8,4,5,7,10,6,5,3,6,4,6,2,9,10,8,6,8,8,5,6,4,2,3,8,3,4,6,2,7,6,9,2,2,6,10,10,4,6,8,8,7,9,2,5,6,3,8,9,3,4,6,8,2,7,10,7,3,3,7,6,7,4,3,9,2,8,6,4,5
D285Y1,789,12/10/2017,QUI,2,3,4,2,2,2,2,2,2,2,2,2,2,9,7,3,6,10,10,8,4,3,4,2,3,3,9,6,7,3,3,8,8,3,4,8,6,4,9,8,7,9,3,3,9,8,3,2,7,4,2,6,3,8,6,4,10,3,5,2,7,10,4,5,5,6,3,10,7,7,4,3,4,5,10,10,2,3,5,6,8,3,3,9,9,8,2,5,10,8,10,10,5,4,3,9
D286Y1,536,13/10/2017,SEX,2,5,4,2,2,2,2,2,2,2,2,2,2,6,8,6,3,4,6,8,7,3,4,10,2,4,8,5,2,4,7,3,6,8,10,4,8,4,10,9,6,3,6,3,5,5,3,4,5,2,8,7,10,5,3,4,8,6,2,7,2,6,10,4,10,9,10,7,2,8,6,3,9,10,2,3,6,2,8,9,7,10,6,4,3,6,9,5,2,5,6,7,8,10,4,5
D287Y1,676,14/10/2017,SÁB,2,3,3,2,2,2,2,2,2,2,2,2,2,7,8,10,7,2,8,7,4,4,2,8,10,9,7,10,7,2,8,2,4,3,4,2,5,8,10,10,5,5,9,5,9,5,10,5,10,2,6,10,2,9,6,2,7,4,10,7,9,5,8,5,3,4,5,3,5,9,3,2,3,4,7,10,2,9,3,9,6,7,8,10,6,9,3,7,7,4,7,7,4,4,8,8
D288Y1,947,15/10/2017,DOM,2,4,3,2,2,2,2,2,2,2,2,2,2,8,6,6,5,10,2,3,9,3,9,9,10,4,2,5,3,5,2,2,7,5,5,3,10,4,3,7,3,5,10,10,4,9,9,3,9,5,2,8,10,5,9,8,7,9,10,3,5,8,2,6,6,8,2,7,5,5,7,6,7,3,2,5,10,10,2,6,7,4,10,9,10,3,5,7,4,3,5,2,4,5,4,4
D289Y1,801,16/10/2017,SEG,4,3,3,2,2,2,2,2,2,2,2,2,2,3,6,7,8,4,2,3,7,5,6,2,8,2,10,4,3,8,7,4,8,10,3,9,10,6,2,3,10,3,10,6,3,3,10,7,4,10,2,7,9,9,2,9,2,2,8,10,4,2,3,2,10,4,2,4,9,3,10,4,9,9,10,9,10,9,5,4,9,6,8,2,6,9,6,2,10,8,10,7,5,8,10,9
D290Y1,789,17/10/2017,TER,2,3,2,2,2,2,2,2,2,2,2,2,2,10,10,5,7,2,8,2,9,9,2,4,8,2,7,4,3,2,4,4,7,9,6,2,4,2,8,8,8,7,8,8,7,7,9,5,8,8,8,7,2,4,7,8,2,10,8,4,9,5,7,7,6,8,9,3,6,9,10,7,4,3,10,8,9,10,4,9,8,7,6,5,8,7,7,5,7,8,2,2,3,9,8,10
D291Y1,1071,18/10/2017,QUA,2,5,3,2,2,2,2,2,2,2,2,2,2,5,6,8,4,9,3,10,4,8,10,3,9,9,3,4,10,6,7,4,6,2,9,8,2,7,7,4,7,8,8,3,8,10,5,2,2,8,4,3,4,9,9,9,10,2,8,6,4,3,2,5,2,2,7,7,2,2,8,6,2,2,9,10,8,10,5,10,10,10,10,2,8,9,6,8,5,2,10,9,2,4,5,8
D292Y1,605,19/10/2017,QUI,3,3,2,2,2,2,2,2,2,2,2,2,2,8,3,8,3,3,5,6,6,3,2,4,4,8,7,2,5,6,9,4,2,10,4,2,8,2,6,7,10,6,2,8,8,2,10,6,2,10,3,7,8,4,8,9,9,9,7,9,8,4,6,10,10,5,5,2,5,8,3,5,9,7,3,10,9,2,8,10,3,6,4,5,6,10,6,4,8,9,9,9,10,10,10,3
D293Y1,686,20/10/2017,SEX,2,5,5,2,2,2,2,2,2,2,2,2,2,2,10,4,5,9,5,9,6,4,2,5,8,4,4,3,6,8,10,7,4,3,7,10,6,9,5,6,5,4,10,6,6,2,6,7,5,4,9,3,9,9,6,8,5,10,8,8,2,2,9,6,5,6,8,9,4,5,3,8,6,7,6,3,9,2,6,10,3,9,10,8,6,4,6,3,2,7,10,10,5,7,7,6
D294Y1,630,21/10/2017,SÁB,2,5,5,2,2,2,2,2,2,2,2,2,2,8,6,5,2,4,9,7,10,4,6,2,10,10,3,2,3,8,6,7,5,7,6,9,7,5,7,8,8,9,2,9,6,9,10,9,7,8,3,9,5,4,5,3,8,9,5,7,9,8,5,10,3,2,8,10,2,6,4,8,5,9,7,3,4,8,6,2,7,2,3,6,4,8,10,8,5,2,3,8,3,5,6,5
D295Y1,723,22/10/2017,DOM,3,3,3,2,2,2,2,2,2,2,2,2,2,5,4,10,7,7,9,3,4,6,6,9,10,6,5,7,4,9,4,6,10,7,3,2,4,10,2,9,7,8,9,2,3,3,5,3,9,3,7,9,9,5,10,8,7,9,2,3,5,8,7,6,7,8,10,9,2,7,3,3,6,7,9,3,3,3,8,6,10,5,3,4,10,5,5,7,5,9,5,8,9,9,2,5
D296Y1,1014,23/10/2017,SEG,5,4,3,2,2,2,2,2,2,2,2,2,2,9,9,3,5,3,4,3,9,2,10,7,9,4,8,8,4,8,7,6,8,8,3,8,5,3,5,9,3,2,3,4,6,10,7,5,10,3,6,5,6,8,8,8,3,2,9,2,8,4,9,8,7,6,4,10,6,7,8,8,10,5,6,9,6,3,6,5,10,2,7,4,7,4,6,10,4,3,4,2,4,4,7,2
D297Y1,598,24/10/2017,TER,3,5,4,2,2,2,2,2,2,2,2,2,2,6,6,7,7,9,4,8,8,3,4,5,5,10,10,9,7,10,9,3,9,6,5,10,5,10,10,6,9,8,8,6,9,4,10,8,9,5,5,7,8,7,2,4,8,6,7,6,3,5,5,6,2,3,2,7,6,2,4,7,7,10,9,3,2,2,7,7,4,4,6,5,7,6,3,9,2,3,9,5,6,8,8,9
D298Y1,968,25/10/2017,QUA,2,3,2,2,2,2,2,2,2,2,2,2,2,8,9,3,7,3,8,4,3,7,10,4,9,4,3,3,7,3,10,9,3,5,3,10,6,10,10,9,3,7,9,10,5,10,2,9,10,3,10,3,9,3,9,7,2,9,2,9,7,3,5,8,4,8,8,2,7,5,5,5,10,5,7,7,4,2,3,6,6,9,10,7,4,2,3,10,10,10,9,8,2,8,4,8
D299Y1,892,26/10/2017,QUI,4,3,4,2,2,2,2,2,2,2,2,2,2,5,4,4,2,2,9,10,6,7,9,3,8,3,9,2,10,5,8,7,5,8,7,3,10,6,5,6,4,3,4,9,9,7,9,9,8,2,10,7,8,4,7,6,7,5,4,8,2,2,8,7,2,5,5,7,3,5,7,3,7,10,5,3,3,7,6,3,3,9,2,7,7,8,4,2,6,7,5,7,2,10,4,8
D300Y1,982,27/10/2017,SEX,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,7,10,4,6,2,6,9,8,7,5,6,8,4,2,4,8,7,10,9,5,9,10,4,5,8,4,9,2,3,10,7,6,5,5,9,3,9,4,10,8,10,10,8,3,6,10,3,6,7,2,7,10,7,4,2,5,10,3,7,9,3,2,8,6,9,3,7,3,9,7,5,6,2,8,7,6,5,3,2,7
D301Y1,616,28/10/2017,SÁB,2,3,2,2,2,2,2,2,2,2,2,2,2,3,7,6,3,7,4,6,4,10,3,8,8,6,6,6,6,4,7,7,10,7,10,3,5,5,8,7,10,4,6,8,4,10,10,3,10,4,10,7,4,9,8,8,3,7,8,4,9,4,8,6,8,6,7,3,6,8,8,6,7,9,9,2,3,3,7,5,2,8,9,9,2,3,6,4,7,2,9,7,6,10,4,7
D302Y1,538,29/10/2017,DOM,4,3,3,2,2,2,2,2,2,2,2,2,2,7,7,8,6,4,8,7,4,3,10,10,10,9,6,5,9,10,3,6,8,4,6,5,4,7,9,6,8,5,5,9,4,6,9,3,6,7,4,5,10,9,4,2,7,9,6,6,2,7,2,2,7,5,9,6,5,8,4,10,3,3,2,4,4,5,4,9,4,2,5,6,5,8,4,8,9,4,8,8,6,6,10,5
D303Y1,587,30/10/2017,SEG,4,5,2,2,2,2,2,2,2,2,2,2,2,4,3,3,5,9,5,4,3,6,8,3,2,7,3,9,7,8,3,2,8,8,9,10,7,4,5,4,8,2,2,5,8,9,5,5,2,5,7,10,3,9,9,6,10,7,9,6,4,6,8,4,3,2,4,4,9,3,5,2,2,2,7,2,10,9,5,2,10,8,3,3,3,8,5,3,5,8,6,7,9,9,10,4
D304Y1,1072,31/10/2017,TER,4,2,3,2,2,2,2,2,2,2,2,2,2,5,8,7,4,2,2,8,2,3,2,7,9,6,9,8,6,6,4,7,2,8,8,8,7,7,5,9,5,7,4,7,3,6,2,2,7,4,4,4,7,7,3,2,3,5,10,4,5,4,5,3,4,2,5,6,5,8,8,3,10,5,5,10,3,8,7,3,5,5,2,7,8,5,9,2,4,7,9,3,6,9,3,8
D305Y1,927,01/11/2017,QUA,5,4,5,2,2,2,2,2,2,2,2,2,2,2,8,10,5,3,3,5,4,2,10,10,9,6,10,7,6,6,9,4,4,6,8,9,2,10,3,2,8,3,5,10,8,2,8,7,3,5,9,3,10,10,2,4,3,7,3,8,3,6,7,5,10,10,8,7,8,8,2,5,6,2,8,5,10,4,5,2,4,6,6,2,2,6,2,2,6,10,8,4,6,4,9,3
D306Y1,668,02/11/2017,QUI,3,5,2,2,2,2,2,2,2,2,2,2,2,4,2,10,4,3,8,6,5,3,2,3,7,5,4,5,8,3,5,3,7,9,4,3,3,8,9,9,5,4,4,6,3,6,8,5,6,6,10,6,6,5,2,6,2,2,8,10,6,3,9,2,2,4,2,10,6,2,5,8,6,3,10,3,4,8,6,3,2,9,10,6,7,4,4,2,8,5,10,10,5,2,9,3
D307Y1,1021,03/11/2017,SEX,4,2,5,2,2,2,2,2,2,2,2,2,2,9,4,7,7,9,8,4,6,10,3,6,8,8,9,6,3,8,10,8,5,9,7,8,2,9,2,2,7,2,8,10,7,6,3,6,6,9,2,8,9,9,6,10,10,10,5,6,2,3,10,9,7,8,6,4,4,8,6,10,4,2,4,3,7,5,3,3,6,5,2,2,3,7,6,8,10,9,6,8,4,5,2,4
D308Y1,628,04/11/2017,SÁB,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,7,5,3,10,4,3,10,2,4,3,4,8,5,7,2,3,6,4,7,7,7,2,9,8,6,3,10,4,4,4,3,2,3,5,5,5,3,6,8,5,10,4,7,2,9,8,8,7,3,8,2,5,10,9,7,10,6,10,5,4,10,3,9,10,3,2,8,3,3,7,6,5,8,10,4,3,9,7,7,8,5
D309Y1,590,05/11/2017,DOM,4,5,3,2,2,2,2,2,2,2,2,2,2,8,6,4,7,3,9,2,8,7,6,7,8,3,4,2,10,4,3,3,4,2,6,9,4,10,10,3,3,8,10,6,8,2,5,7,8,4,7,5,2,7,7,9,8,9,9,9,3,8,9,9,8,7,6,2,10,8,3,4,6,8,6,5,10,8,8,10,9,10,8,10,4,7,9,2,6,10,2,8,4,2,9,5
D310Y1,702,06/11/2017,SEG,4,2,4,2,2,2,2,2,2,2,2,2,2,10,8,2,2,3,6,9,7,2,7,9,10,8,8,10,9,3,3,3,6,4,9,7,8,8,4,8,6,8,3,6,6,7,5,4,2,3,6,10,4,9,3,9,10,9,4,5,7,4,3,8,10,4,4,4,6,8,8,3,7,4,4,10,10,3,4,7,9,6,4,10,9,9,3,10,10,10,5,10,9,2,2,4
D311Y1,917,07/11/2017,TER,2,3,5,2,2,2,2,2,2,2,2,2,2,5,7,2,3,8,8,8,9,4,2,10,2,9,9,4,3,2,4,10,5,3,9,9,2,4,10,2,10,5,10,6,10,8,6,5,2,9,4,2,10,4,3,10,9,2,10,8,4,5,9,3,3,4,2,10,2,8,3,7,4,2,7,9,4,6,4,7,5,4,9,6,7,7,7,8,2,2,6,8,2,9,3,4
D312Y1,510,08/11/2017,QUA,4,5,5,2,2,2,2,2,2,2,2,2,2,6,6,4,4,7,2,9,2,6,5,6,5,2,8,10,5,3,9,10,10,8,6,9,9,2,5,5,10,2,9,3,10,2,8,10,2,10,9,5,5,5,6,2,3,5,5,8,7,4,10,5,4,7,3,7,7,6,6,4,2,3,9,6,9,4,9,6,4,9,3,4,5,8,9,5,3,7,3,3,7,6,5,5
D313Y1,505,09/11/2017,QUI,4,5,5,2,2,2,2,2,2,2,2,2,2,5,10,7,10,5,4,3,8,10,4,4,10,10,10,2,5,10,5,6,7,7,3,3,6,2,5,6,8,9,5,5,3,10,9,3,7,10,2,4,2,8,3,8,2,2,7,7,5,9,2,10,4,2,4,10,6,7,6,3,9,9,9,9,8,4,9,7,2,5,4,10,3,9,3,8,2,3,9,10,3,3,3,3
D314Y1,1198,10/11/2017,SEX,4,5,2,2,2,2,2,2,2,2,2,2,2,4,9,4,5,10,10,5,3,7,8,4,2,2,4,9,7,7,5,6,7,2,10,4,3,9,7,2,2,8,5,4,6,8,4,2,7,8,10,3,8,6,4,5,10,4,8,10,8,3,8,8,8,3,9,9,2,7,8,10,9,7,2,10,10,5,2,3,6,9,8,2,4,8,10,4,10,8,8,2,9,6,8,5
D315Y1,587,11/11/2017,SÁB,5,3,3,2,2,2,2,2,2,2,2,2,2,2,7,4,3,4,8,7,8,10,10,4,3,3,2,2,2,2,5,4,2,6,10,6,3,10,9,10,5,2,2,10,10,2,7,3,8,3,9,7,9,9,3,2,6,9,5,7,8,10,4,7,8,8,6,5,2,10,9,5,3,9,7,5,4,3,8,5,5,2,6,10,7,4,10,8,9,4,4,5,2,9,8,2
D316Y1,836,12/11/2017,DOM,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,10,6,6,8,7,5,3,4,3,9,3,5,3,5,9,9,7,7,4,7,3,6,10,10,2,7,2,3,7,6,9,7,2,3,10,6,8,8,7,3,7,2,6,7,2,9,10,4,2,9,2,9,5,10,3,2,4,2,8,8,4,7,8,4,4,2,3,6,9,5,7,4,5,3,6,8,10,10,3,6,6
D317Y1,1011,13/11/2017,SEG,4,3,4,2,2,2,2,2,2,2,2,2,2,3,6,9,7,3,7,6,10,2,4,6,6,10,3,6,6,5,9,5,9,9,9,7,8,7,2,5,6,7,6,4,4,2,9,2,8,6,8,4,4,10,8,8,4,8,10,4,2,9,2,7,4,5,3,5,6,3,2,3,9,5,9,5,6,5,9,4,8,4,3,7,6,9,6,9,4,5,7,4,2,2,4,7
D318Y1,614,14/11/2017,TER,2,3,4,2,2,2,2,2,2,2,2,2,2,8,3,4,7,10,3,9,8,9,5,9,3,8,5,3,7,8,2,3,10,7,3,5,5,6,7,10,4,3,2,5,2,5,6,10,5,2,4,8,6,8,2,8,8,6,2,10,8,5,8,2,5,8,5,5,8,5,2,9,8,2,2,9,9,7,5,3,9,2,9,7,2,4,2,8,10,9,8,5,3,9,5,3
D319Y1,796,15/11/2017,QUA,5,5,2,2,2,2,2,2,2,2,2,2,2,3,4,6,5,4,10,3,7,9,4,3,10,7,3,3,3,3,5,4,3,6,7,4,9,3,4,6,3,8,10,4,6,7,5,2,6,7,10,7,4,7,9,9,8,8,3,3,8,3,10,9,2,2,3,6,7,5,6,4,5,8,6,2,2,5,8,7,9,9,4,5,2,10,3,4,8,4,7,6,8,8,7,10
D320Y1,932,16/11/2017,QUI,2,2,4,2,2,2,2,2,2,2,2,2,2,2,6,4,6,4,10,6,7,10,10,10,5,2,6,7,8,7,5,2,6,10,7,9,6,7,6,10,5,6,7,3,3,6,8,7,8,9,6,8,9,6,3,7,6,3,8,5,7,3,2,5,2,6,2,5,3,2,7,10,10,8,8,5,7,4,4,6,7,2,8,9,10,10,10,8,7,5,2,2,7,3,8,5
D321Y1,815,17/11/2017,SEX,4,3,2,2,2,2,2,2,2,2,2,2,2,10,6,8,6,7,8,7,7,6,7,3,4,2,8,6,5,2,3,7,4,8,7,3,10,9,6,4,5,5,5,2,3,9,8,2,4,8,6,6,10,10,3,3,8,2,3,6,8,4,3,8,5,5,9,7,6,6,8,10,8,2,6,8,3,9,6,7,2,2,10,3,4,10,6,9,10,10,7,7,9,4,6,3
D322Y1,636,18/11/2017,SÁB,5,2,5,2,2,2,2,2,2,2,2,2,2,8,9,8,5,3,9,3,7,3,4,10,9,2,4,6,6,9,4,10,7,6,10,9,9,4,5,6,10,2,10,6,3,8,6,10,3,10,9,6,8,10,8,7,5,10,7,2,5,3,7,8,5,6,9,7,7,4,7,8,6,3,9,8,6,7,5,7,2,2,10,7,3,9,8,2,3,5,7,8,5,10,10,6
D323Y1,977,19/11/2017,DOM,5,4,2,2,2,2,2,2,2,2,2,2,2,7,10,8,9,9,9,8,7,10,5,5,4,10,3,10,10,8,6,5,4,8,8,8,8,7,5,3,4,4,5,3,3,8,9,8,3,10,5,7,5,7,8,7,5,3,2,2,6,7,7,2,7,3,9,10,7,9,3,4,7,6,4,5,3,5,9,3,4,8,2,10,2,4,9,9,8,9,7,3,2,7,5,3
D324Y1,785,20/11/2017,SEG,2,4,3,2,2,2,2,2,2,2,2,2,2,6,8,6,6,6,10,9,8,10,6,9,7,8,8,5,9,3,8,7,2,8,10,9,7,10,2,9,5,6,8,7,5,2,7,5,5,3,2,5,10,2,5,10,4,4,8,8,7,7,10,6,4,5,8,3,2,9,4,8,2,10,2,3,7,10,7,3,8,9,6,10,6,4,7,9,7,9,10,8,7,9,7,3
D325Y1,730,21/11/2017,TER,4,2,5,2,2,2,2,2,2,2,2,2,2,8,3,9,8,6,4,9,9,9,2,10,3,3,6,3,7,8,2,2,6,6,10,10,8,3,7,7,5,2,2,6,7,8,2,6,6,7,6,8,6,2,2,6,8,10,8,10,7,8,7,2,5,10,5,7,7,2,2,4,2,3,10,9,5,8,2,7,6,5,4,2,6,5,5,8,6,3,8,2,3,8,2,2
D326Y1,641,22/11/2017,QUA,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,6,2,5,3,10,7,3,6,9,4,5,8,5,6,5,6,5,3,9,3,10,7,5,10,8,7,7,8,5,8,5,7,3,10,10,3,9,9,2,5,9,3,2,3,8,8,2,3,7,3,4,10,2,3,10,2,8,10,3,6,10,5,6,3,4,7,10,7,4,5,10,3,2,10,3,7,4,9,4,2
D327Y1,989,23/11/2017,QUI,2,3,3,2,2,2,2,2,2,2,2,2,2,4,8,5,5,3,2,4,3,2,10,9,9,3,2,7,10,2,7,2,3,8,4,4,8,8,4,3,3,3,8,2,6,5,3,9,6,5,7,3,3,8,8,5,3,2,6,5,6,5,8,5,7,10,4,9,4,2,4,4,7,7,3,10,5,3,6,7,7,10,9,3,3,4,9,7,6,7,5,3,3,10,8,4
D328Y1,635,24/11/2017,SEX,5,4,2,2,2,2,2,2,2,2,2,2,2,7,4,9,9,5,4,4,4,5,9,4,3,9,7,5,10,2,9,3,10,8,7,7,5,6,9,8,7,4,7,10,5,7,7,4,3,7,9,6,5,5,2,8,4,2,3,4,6,10,7,6,2,10,9,2,9,8,4,2,4,5,5,9,4,7,3,5,7,2,9,2,2,4,6,6,6,3,10,8,7,8,9,8
D329Y1,1196,25/11/2017,SÁB,4,5,5,2,2,2,2,2,2,2,2,2,2,10,2,3,6,8,4,5,9,4,5,8,9,2,3,4,6,6,5,10,4,6,6,7,8,7,9,2,8,3,6,2,4,2,9,4,9,9,6,2,9,8,8,8,4,5,8,10,3,8,8,5,8,3,5,10,10,7,3,3,2,2,6,10,9,7,2,4,9,8,9,3,8,8,2,6,7,6,7,9,6,6,6,8
